analysis_set,biological_unit,panel,panel_genes,selection_status,normalization,symbol_deduplication,n_expression_features,gene_pool,seed,ctrl_size,n_bins,use_raw,ctrl_as_ref,n_control_genes,relevant_expression_bins,control_set_sha256,scanpy_version,control_gene_order,control_gene,matrix_feature_index_1based,expression_bin,mean_log1p_normalized_expression,fixed_configuration,component_identity_rule,matched_control_status,interpretation_limit
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,98,Gm9949,26908,15,0.01647913095310963,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,99,Gpm6a,15710,16,0.03453172438666416,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,100,Gpr19,11443,15,0.01442129973268075,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,101,Gpt,23246,15,0.02185890157386739,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,102,Gramd3,26852,15,0.01398462428278102,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,103,Hat1,2417,19,0.1569621016642501,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,104,Hba-a2,19287,15,0.0192407099043655,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,105,Heatr3,16074,17,0.06536550991507047,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,106,Hist2h2aa1,5954,16,0.02975906870967092,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,107,Irf9,17179,20,0.2179333328828771,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,108,Jade3,4199,15,0.01983453991002005,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,109,Josd2,12590,20,0.2047734212040853,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,110,Kbtbd4,2811,16,0.03802638040308939,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,111,Kitl,14942,19,0.11145801205208758,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,112,L3hypdh,22402,15,0.01566039268981163,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,113,Lrrn1,11033,15,0.01419544853942233,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,114,Lsm7,14733,19,0.12667670720242336,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,115,Manba,6381,19,0.1100068641572548,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,116,Map10,16517,16,0.03027703742323696,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,117,Mccc2,21936,17,0.05586473907193308,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,118,Mcm3,95,20,0.1816413371182251,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,119,Mfap1a,3152,20,0.18692036888651473,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,120,Mical3,11184,17,0.05751426157513397,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
